user,item,skill,correct,wins,fails
2213,50998,98,0,1,2
537,66306,34,1,4,3
623,65661,34,1,0,2
58,60045,48,0,0,0
129,71364,45,1,0,0
78,86797,43,1,0,0
80,86909,43,0,0,1
58,60147,48,1,3,3
95,51626,57,1,0,2
95,58768,57,1,2,2
1452,92389,12,1,0,0
1462,92376,12,0,0,0
146,60071,48,1,1,5
89,61104,31,0,8,4
66,58675,50,1,6,8
50,61100,31,1,2,1
95,86072,31,0,1,0
199,57701,2,0,0,0
1864,69142,16,0,0,3
199,58560,2,1,3,9
139,51100,98,0,3,6
139,80814,47,1,0,0
146,51455,1,0,0,0
218,71677,19,1,2,2
560,93421,2,1,0,0
556,93431,2,0,0,0
549,57641,2,1,6,2
149,53966,80,1,0,0
2992,53677,46,1,3,3
2992,94140,57,0,2,5
2986,94126,57,1,20,9
3376,50993,98,1,0,2
1514,50990,98,1,1,4
1514,89603,47,1,0,0
1852,107798,99,1,1,2
2205,88054,55,1,2,0
2205,53709,46,1,1,0
717,87962,55,1,6,0
670,53725,46,1,2,0
678,88075,55,1,0,0
3540,94122,57,1,6,3
1243,84975,31,1,1,3
2182,85947,31,0,2,3
114,58698,50,1,0,0
893,94785,71,0,0,0
1947,71683,19,0,0,0
2218,85808,31,1,8,1
199,107723,99,1,2,1
199,107820,99,1,3,2
2198,86206,42,1,0,0
2226,85967,31,1,7,1
2196,86219,42,1,1,0
701,57644,2,1,9,10
2177,87132,39,1,0,0
2212,87068,39,1,1,0
1852,59604,107,1,9,13
595,93194,8,1,0,1
540,57533,8,1,9,3
571,93158,8,1,1,1
571,46896,8,0,8,1
91,97563,99,0,13,3
91,108003,100,1,1,1
85,87889,99,1,6,2
80,97615,99,1,6,4
854,58819,83,1,2,1
112,97692,99,0,7,4
107,108061,100,1,2,1
100,88124,99,0,2,3
113,107872,99,0,10,6
1204,74125,7,1,3,2
2211,87089,39,1,6,2
2211,87027,39,1,9,2
80,108039,100,1,1,1
80,108041,100,1,3,1
704,48885,7,0,0,4
2183,53798,83,1,15,7
2178,58819,83,1,13,3
2215,85884,31,0,10,2
3108,94784,71,0,0,3
1202,74577,14,1,0,1
78,107810,99,0,20,9
78,107867,99,1,26,12
2669,90768,59,0,0,2
1207,74432,13,0,13,14
2213,58818,83,1,9,3
595,56898,7,1,2,0
1220,73369,15,1,0,0
1220,73627,13,0,0,1
689,93462,2,0,0,3
689,93380,2,0,1,4
1570,113166,14,1,0,0
597,93380,2,0,1,16
230,113338,13,0,0,1
67,107975,64,1,3,2
56,97559,99,0,9,5
57,108162,64,1,1,2
131,107853,99,1,9,3
69,87866,99,1,3,0
73,107687,99,1,14,3
2196,53798,83,1,6,2
2196,53788,83,1,10,2
2218,85268,56,1,1,0
134,108044,100,1,3,2
678,53775,83,1,2,1
1243,58678,50,0,1,2
133,91026,60,1,0,0
73,55217,120,1,0,1
134,107667,99,1,15,2
1195,74512,13,0,8,16
55,56021,4,0,0,1
57,56084,4,1,0,0
1247,91229,10,0,1,0
2215,89943,80,1,5,0
509,90174,82,1,5,1
127,56286,4,0,5,7
2688,53533,38,1,2,2
129,55933,59,1,1,0
73,90624,59,1,2,3
65,91609,61,1,1,3
885,1252,49,0,1,6
2216,14449,75,0,0,0
2156,60122,48,0,0,0
55,88327,99,1,19,3
54,91621,61,1,0,0
2206,86450,83,1,9,2
670,86210,42,1,6,2
670,66257,34,1,4,2
2711,85733,33,1,2,1
49,61114,31,0,1,2
1271,91554,10,0,4,5
1271,91205,10,1,5,6
67,55026,104,1,0,0
123,49685,105,1,2,0
59,59642,107,1,4,1
59,59685,107,1,15,11
62,59676,63,1,0,0
62,59766,107,0,12,4
49,46845,8,1,3,2
68,89297,88,1,0,0
114,108229,100,1,0,1
2277,54575,82,0,8,1
746,85872,31,0,2,9
1214,74569,14,0,0,0
1209,74027,15,1,3,1
693,93377,2,0,1,7
2845,53282,35,1,1,1
753,53268,35,1,1,1
2822,53263,35,1,3,1
754,66647,35,1,5,0
2286,53299,35,1,4,1
2970,50991,98,1,0,0
2975,89908,80,1,3,1
2944,90064,82,1,1,0
3359,85446,46,1,0,0
2945,89917,80,1,1,0
2287,53340,35,0,0,0
756,66594,35,1,6,0
140,97856,34,1,4,0
62,89582,27,1,2,0
114,107771,99,1,32,20
114,107735,99,1,41,23
2772,89665,80,1,2,4
2823,54226,82,1,1,1
2819,87521,54,1,2,1
7,54055,81,1,3,7
44,59987,37,1,1,1
67,72996,23,1,0,0
73,72891,23,1,1,1
893,97756,99,1,0,1
893,97758,99,1,2,1
897,99503,33,0,2,2
2652,97627,99,1,1,3
58,71823,30,0,3,0
58,71738,24,0,0,0
66,71403,30,1,5,2
98,107970,64,0,0,1
76,107965,64,1,1,2
2299,86330,83,0,0,0
2162,97664,99,0,1,8
106,107915,100,1,51,16
2634,97924,34,0,2,0
725,61093,31,1,4,3
725,85910,31,1,6,6
738,84664,49,1,0,4
2646,98986,33,1,3,2
2640,97690,99,0,3,8
2869,66609,35,1,8,3
588,93373,2,1,2,4
132,90293,92,0,0,2
3022,53609,38,1,0,0
2749,97796,34,0,0,0
737,85888,31,1,4,0
737,71368,45,1,1,0
734,94877,45,1,5,1
123,77360,96,1,0,0
68,75456,95,1,0,0
68,77316,96,1,3,3
69,77324,96,1,7,3
121,89844,95,1,1,0
121,77323,96,1,9,9
88,108258,100,1,20,6
2689,78858,35,1,0,0
753,60106,48,0,6,10
56,77320,96,1,15,5
2772,54059,81,0,2,2
2133,84838,31,1,0,0
2300,87430,54,0,7,6
2285,90633,82,1,7,0
2844,53316,35,1,6,1
756,86234,42,0,7,3
7,89759,80,0,1,0
737,85218,49,1,6,2
3108,97706,99,0,1,7
3108,97745,99,0,6,13
89,49297,46,1,7,5
50,49323,46,1,0,1
98,55663,59,1,3,1
114,55705,59,1,0,4
3109,97687,99,1,8,5
2074,55750,59,1,5,6
2174,85969,31,1,0,5
2279,54135,43,1,4,5
2278,54075,81,0,3,14
754,86046,31,1,7,1
2333,85802,31,1,2,2
85,88288,99,1,31,11
2689,86750,83,1,12,5
2692,54121,43,1,7,0
50,55029,104,1,2,1
3585,108232,100,0,19,8
3587,108138,100,0,0,1
3587,108136,100,1,2,3
113,59798,107,0,0,0
2688,87088,39,1,0,0
95,59809,107,0,4,4
95,93933,58,1,0,0
745,60065,48,0,0,2
2765,90645,82,0,8,3
2765,90347,82,1,8,4
746,79007,35,0,10,7
2765,54496,82,1,11,5
751,88518,79,1,2,1
781,89943,80,0,5,1
781,89854,80,1,7,6
2332,85971,31,1,2,1
2329,86080,31,1,0,0
712,93383,2,0,0,0
628,86751,83,0,3,3
2721,54146,43,1,7,1
88,59809,107,0,2,1
88,59732,107,1,4,3
779,87358,50,0,0,0
781,86154,42,0,1,4
781,86202,42,0,3,9
1050,85289,46,1,1,0
787,86632,50,0,8,15
772,86930,50,0,11,4
2690,86529,83,1,7,0
2652,107822,99,1,8,4
885,108248,100,0,18,5
885,107940,64,1,2,3
1969,86528,83,1,2,1
112,89406,26,1,0,2
2976,86316,83,0,7,3
103,75696,26,1,3,3
88,76219,90,0,0,0
88,76331,90,0,7,1
88,76335,90,1,10,2
80,89436,26,1,5,3
78,76427,90,0,8,1
114,75700,26,1,3,1
83,76208,90,1,12,2
76,76315,90,0,1,0
756,54063,81,0,2,1
2286,89753,80,1,3,3
755,89908,80,0,23,25
755,53931,80,1,29,28
2876,84904,80,1,0,2
2827,89956,80,0,6,2
902,101006,33,0,2,3
107,77516,87,0,2,3
928,55045,120,1,0,0
83,93903,58,0,3,4
781,89824,80,1,14,11
98,59688,107,1,9,9
98,59722,107,0,11,10
98,59603,107,0,13,13
98,49334,46,1,12,4
98,107772,99,1,29,14
98,107788,99,0,43,18
880,107990,100,1,14,3
56,97908,34,1,2,0
889,107809,99,0,21,14
88,72981,23,0,1,2
2684,53999,81,1,3,0
68,99503,33,1,7,1
1325,91534,10,0,0,0
62,108212,100,1,6,0
76,76322,90,1,5,4
113,77535,87,1,7,12
123,107900,100,0,16,4
67,107760,99,0,38,10
123,107878,99,1,27,8
123,107823,99,1,34,10
58,107816,99,1,52,21
88,71181,30,1,1,1
129,97650,99,1,25,8
127,108227,100,0,15,2
58,97547,99,1,57,22
2365,54118,43,1,1,3
143,72826,23,0,1,1
2373,89959,80,1,2,2
2373,90404,82,1,5,3
65,107831,99,1,29,22
65,107825,99,1,42,26
65,59651,107,0,7,8
60,97591,99,1,52,11
83,55828,59,1,1,0
730,61110,31,0,11,23
59,108918,49,0,1,0
88,71178,30,1,10,10
108,71751,24,1,0,3
50,75323,93,1,0,1
83,71737,24,1,2,7
91,75320,93,1,0,0
3673,87720,99,1,0,1
730,61113,31,0,18,33
2266,61117,31,0,14,29
1010,88140,99,1,7,1
4052,87928,99,1,19,3
2285,87435,54,1,8,9
755,89933,80,0,31,30
753,60113,48,0,18,23
2829,53976,80,0,14,4
753,60059,48,0,19,29
2827,53938,80,0,13,6
3034,87482,99,1,14,6
881,59674,62,0,0,0
885,55277,120,1,4,2
711,93468,2,0,1,2
2785,54067,81,0,0,2
2365,61110,31,0,10,11
2379,88529,79,0,0,4
3166,90578,82,1,0,1
3166,107858,99,0,3,8
2370,88492,37,1,0,1
2384,85940,31,0,6,3
2373,61100,31,0,6,6
2384,88627,79,1,0,0
2373,108213,100,1,18,8
1019,88187,99,0,5,3
1015,87701,99,1,17,1
103,90215,93,0,0,3
900,108984,49,0,1,3
96,77325,96,1,0,1
1047,89934,80,1,7,23
112,107836,99,1,54,24
4033,88113,99,0,6,7
4044,88122,99,1,2,3
3603,91041,60,1,1,1
1225,74322,13,1,3,9
3599,107757,99,1,0,1
2270,86455,83,1,1,2
3599,91044,60,0,0,1
108,89771,94,0,0,1
2299,61103,31,0,4,7
2829,86199,42,0,10,9
2300,87042,39,1,4,1
2300,61103,31,1,0,1
1001,89241,89,0,1,0
2331,58674,50,0,15,5
3401,87341,50,1,13,21
3417,86695,50,1,17,4
3426,58673,50,1,18,2
3352,90775,59,1,0,1
2066,87283,50,1,1,6
1320,107784,99,1,14,6
1320,107687,99,1,17,7
1320,107852,99,0,18,8
113,57539,8,1,6,2
95,57545,8,1,4,1
745,108960,49,0,0,4
2274,86313,83,1,8,3
2291,66209,34,1,1,8
2785,97916,34,1,2,1
100,91301,28,1,0,0
1163,107835,99,1,13,4
629,84958,31,1,6,2
903,80734,47,0,1,1
3439,86612,50,1,0,0
199,85211,49,1,7,6
2852,89952,80,1,22,25
2844,90365,82,1,9,3
2778,89856,80,0,8,9
755,92330,2,0,0,0
2829,87584,54,1,10,9
2829,86213,42,0,20,12
5,85096,45,1,0,0
5,90049,82,1,6,0
5,86378,51,0,0,0
1022,55070,120,1,5,0
3604,90988,60,1,1,2
1022,90977,60,0,9,5
1019,97598,99,0,23,9
1886,85723,33,1,0,0
4015,97608,99,1,5,12
2726,66196,34,1,10,3
2293,84786,31,1,0,1
630,86103,45,1,3,6
9,89983,82,1,14,4
9,52828,33,1,2,0
11,53878,80,1,3,0
11,86784,43,1,4,2
9,53749,46,1,4,4
3589,93895,58,1,3,2
6,86193,42,1,2,1
2053,97696,99,0,1,23
2071,53983,81,0,0,2
512,84751,31,1,0,0
6,80786,47,0,0,1
909,88202,57,1,1,1
1010,88387,99,1,24,8
1057,88368,99,0,6,6
100,108172,64,1,3,2
100,108072,100,1,19,8
6,80658,40,1,5,2
1014,88393,99,1,33,4
1013,88293,99,1,40,7
1022,88328,99,1,33,2
893,89624,47,1,2,0
528,84937,31,1,2,1
549,86054,31,1,2,2
530,61112,31,1,5,5
561,84924,31,1,11,10
610,84724,31,0,1,2
741,86073,31,0,4,9
281,91118,10,1,0,0
617,85892,31,1,13,2
83,56943,7,1,1,1
100,56964,7,1,0,0
286,87050,39,1,0,1
3119,87119,39,1,1,1
992,90250,93,1,0,0
584,85974,31,0,5,1
597,85821,31,1,9,13
853,71378,50,1,1,1
610,84879,31,1,22,21
288,147382,79,1,3,0
66,88912,19,1,0,0
1022,53613,38,1,2,0
875,88277,57,1,1,0
879,51620,57,1,5,2
38,53781,83,1,5,2
2145,107761,99,1,13,5
83,57120,7,1,5,6
880,80674,47,1,4,1
1011,58214,6,0,7,1
1173,53769,46,1,5,3
1172,85741,33,1,7,0
2673,94938,59,0,4,23
96,56814,7,1,6,4
592,84917,31,1,16,5
537,85950,31,0,6,2
548,85955,31,1,8,3
73,79147,21,1,0,0
509,61580,52,0,0,0
2003,84899,80,1,0,0
2003,89852,80,0,2,1
741,86050,31,0,13,21
605,86071,31,0,26,13
1983,86666,83,1,4,2
2002,86724,83,0,1,1
581,85934,31,0,0,1
576,61116,31,0,6,7
581,85870,31,0,8,9
78,91201,10,1,2,0
297,147522,39,1,1,0
1118,49286,38,1,5,1
1998,53782,83,0,5,2
1998,86903,43,0,0,9
1113,61108,31,1,8,2
297,58715,50,1,3,4
1967,71651,19,1,0,2
2372,85675,45,0,0,0
96,49313,46,1,9,1
133,79362,21,1,5,0
63,79240,21,0,11,5
539,85960,31,0,28,15
853,87714,23,0,0,5
618,52345,34,1,1,5
618,85890,31,0,12,10
49,79078,35,1,4,1
49,78882,35,0,7,2
870,88475,37,1,1,0
870,87268,50,1,7,0
296,84933,31,0,2,3
11,80180,21,0,0,2
49,95006,30,1,5,0
508,88487,37,0,0,1
288,120301,56,1,3,4
49,92980,86,1,1,3
45,54031,81,1,4,1
509,60052,48,1,2,1
127,80044,21,1,13,7
1053,86848,43,0,0,1
1052,86861,43,0,0,1
1052,86740,83,0,2,2
1047,86603,83,1,3,19
622,86077,31,0,26,33
2383,85854,31,0,4,2
112,74554,14,1,2,1
119,80014,21,0,10,3
123,86502,30,1,12,5
106,74570,14,1,1,2
63,71662,19,1,0,0
63,89076,16,1,1,0
57,94966,30,0,6,0
56,68790,16,1,1,0
807,59805,107,0,2,9
1076,59607,107,1,2,3
1070,59689,107,0,0,3
1077,107820,99,1,4,2
119,94959,30,1,16,6
73,80046,21,0,29,22
812,59687,107,0,2,7
134,80160,21,1,15,9
512,87452,54,1,4,3
39,87426,54,1,2,1
1066,59805,107,1,2,6
1493,59799,107,0,15,22
1064,59688,107,1,19,11
1068,59605,107,0,10,17
1068,88248,57,1,0,1
1033,88147,99,1,25,10
1068,107710,99,0,28,9
1075,59769,107,0,9,22
1320,58417,7,1,0,0
1495,59721,107,0,2,2
1076,93169,8,0,2,0
1070,93571,6,1,2,4
106,147418,79,1,0,0
67,147480,39,1,9,2
68,53791,83,1,11,2
60,147586,43,1,2,0
131,87104,39,1,6,3
741,85904,31,0,45,56
46,80244,21,0,6,3
127,147291,81,1,3,0
532,86068,31,1,21,4
592,93455,2,0,5,6
698,86080,31,1,7,7
73,74581,14,1,1,0
548,85834,31,0,35,21
121,74574,14,1,0,0
129,57704,2,1,5,2
67,58542,2,1,0,2
69,57701,2,0,6,2
98,58819,83,1,5,1
78,51462,1,0,0,1
91,48609,7,0,11,5
915,51034,98,1,7,2
699,61109,31,1,3,5
694,61099,31,0,5,5
95,58815,83,1,10,2
88,51459,1,0,3,2
88,93374,2,1,0,0
230,147907,49,0,3,2
919,51072,98,0,14,13
917,58788,57,0,8,4
919,51061,98,1,28,20
917,51117,98,1,15,8
307,135642,1,1,1,4
69,147539,39,1,4,0
54,147354,83,1,3,0
54,147626,43,0,6,2
55,148019,49,1,11,1
593,86046,31,0,33,28
66,58724,50,1,19,16
66,84781,31,1,6,1
50,147946,2,1,11,5
73,147970,2,0,3,0
60,108897,49,1,11,2
101,84741,31,1,9,7
593,85933,31,0,35,33
103,51345,3,0,3,6
1048,93197,8,1,1,0
915,87864,99,1,18,19
917,107734,99,1,27,15
127,57695,2,0,5,1
106,108990,49,0,4,5
288,51478,1,0,4,2
623,61089,31,1,10,8
1894,84783,31,0,4,1
1012,84830,31,1,11,0
1013,84788,31,1,6,2
1019,84831,31,1,24,7
1022,85866,31,1,33,3
1013,85795,31,1,32,5
913,55976,4,0,3,2
58,57695,2,1,8,2
58,92351,2,1,9,2
631,87194,52,0,0,4
875,56311,4,1,14,7
95,93047,3,1,3,0
80,58672,50,1,9,16
593,60085,48,0,1,4
65,47153,2,1,10,4
914,56689,5,1,3,1
50,120232,56,1,3,1
2290,52842,33,1,13,6
2827,89900,80,1,19,15
98,147868,50,0,9,9
101,147636,43,1,7,3
7,86213,42,1,1,1
7,86140,42,1,4,2
138,78929,35,1,7,0
45,77382,96,1,0,2
230,147962,2,1,1,1
823,88218,57,1,2,0
800,93218,8,1,1,1
811,93594,6,1,1,0
823,47150,2,0,0,1
1082,93620,6,0,2,2
698,61571,52,1,8,12
56,48897,7,1,1,0
138,128661,53,1,0,1
914,59675,67,0,0,0
108,147979,45,1,9,8
914,61093,31,1,4,14
533,61550,52,0,4,3
113,93606,6,0,5,7
908,55979,4,1,0,1
893,56307,4,1,8,2
880,56175,4,1,4,0
589,93372,2,0,4,26
692,60132,48,0,2,10
533,90956,61,1,0,0
541,85927,31,0,26,39
3453,53513,53,1,2,0
812,93545,6,1,0,7
812,59642,107,0,9,32
812,59723,107,0,10,56
103,120273,56,1,5,3
3254,71342,45,1,0,0
3219,71361,45,1,0,2
290,137966,14,1,0,2
288,93491,6,1,2,6
3303,87234,52,0,0,0
919,90993,60,1,7,1
2285,85881,31,1,9,4
1174,58487,7,0,3,1
1014,58671,50,1,14,13
1021,58701,50,0,1,0
988,65599,34,1,7,0
1036,66224,34,1,5,0
67,93562,6,1,1,2
96,73495,13,0,1,1
62,135564,5,1,0,0
100,84973,31,1,14,12
100,108927,49,1,4,10
100,58711,50,1,14,7
66,51472,1,1,3,1
611,86053,31,1,39,50
919,107809,99,1,98,32
1034,48078,48,0,0,0
1173,58707,50,0,2,0
123,91147,10,0,0,1
825,57644,2,0,2,2
134,56946,7,1,7,1
83,120228,56,1,3,0
1090,57739,6,0,1,0
4125,88018,99,0,4,2
2786,87286,50,1,9,14
3200,86349,83,0,1,1
85,48831,5,1,4,0
591,85904,31,1,24,11
106,56682,5,1,6,0
78,51427,1,1,4,2
693,93384,2,0,1,33
698,61090,31,1,41,29
693,108936,49,0,0,12
1048,93015,85,0,0,1
2387,108927,49,1,1,14
3836,86642,83,1,5,0
3819,86623,83,1,6,2
103,88953,18,1,1,2
3863,86320,83,1,2,1
3878,86736,83,0,13,7
305,119342,15,1,3,4
307,139636,13,0,1,0
3853,86517,83,1,5,3
3789,86622,83,1,6,0
98,135578,5,1,5,0
119,48819,5,1,3,0
60,73381,15,1,1,1
3858,86603,83,1,7,16
98,135612,6,1,10,2
98,135635,1,1,2,0
100,75302,22,1,0,0
914,107751,99,1,38,6
83,74522,13,1,11,12
127,120441,15,1,5,1
3777,86528,83,0,0,22
3777,86731,83,1,8,23
103,108918,49,1,2,16
103,61652,52,1,1,2
267,56787,7,0,0,4
267,54461,82,0,3,5
62,119382,15,0,4,1
54,147649,43,0,7,3
9,94958,30,1,8,6
93,119310,15,1,4,0
83,79128,21,0,2,5
293,92352,2,0,2,4
293,120441,15,1,3,1
919,60137,48,0,0,0
915,89711,80,1,0,0
307,138002,14,1,13,1
158,80850,47,1,4,0
42,80634,40,0,1,0
175,80694,47,1,8,3
180,128653,53,1,2,0
168,89654,47,1,3,0
165,89671,47,1,3,0
1014,93030,85,0,0,0
1022,53589,38,1,13,5
3154,80580,40,1,3,1
271,51471,1,0,0,4
66,73671,13,1,2,0
640,89621,47,1,8,1
2815,51210,97,0,0,0
43,66249,34,1,6,1
43,61589,52,0,1,0
143,85249,49,1,15,8
154,79028,35,1,1,0
154,86631,83,1,0,0
658,85608,53,1,2,0
158,61673,52,1,0,3
652,80574,40,1,3,0
173,87341,50,1,2,2
682,86992,50,1,5,1
189,59685,107,1,13,27
6,75231,68,0,2,2
157,97864,34,1,1,0
684,80388,40,1,1,3
663,80678,47,0,3,0
127,74346,13,0,5,5
121,74342,13,1,6,6
2405,49264,38,0,4,4
1056,84932,31,0,1,0
2346,85729,33,1,1,2
2319,85801,31,1,3,1
1073,93484,6,1,12,6
73,74492,13,0,6,3
132,74517,13,0,10,7
50,80232,21,1,13,9
134,51395,1,1,6,1
293,139225,14,0,17,16
55,51446,1,1,5,2
12,108903,49,0,0,0
12,87289,50,1,5,0
12,80466,40,0,0,0
3048,53573,38,1,2,1
2406,84986,97,0,0,1
3169,90201,82,1,5,5
3054,89728,80,0,0,2
3053,86552,83,0,0,0
3032,89665,80,0,0,2
2005,61097,31,1,3,5
2002,86666,83,0,1,5
1099,52903,33,1,1,0
2011,61117,31,1,6,2
154,71741,24,1,1,1
691,60061,48,0,0,2
642,97892,34,1,3,0
642,78956,35,1,3,0
131,51401,1,1,11,9
646,87564,54,1,17,7
745,61089,31,1,12,10
684,66594,35,1,0,0
684,86669,83,0,0,2
684,86768,83,0,0,4
826,53999,81,0,2,1
1917,89806,95,0,1,0
839,88620,79,0,1,2
668,97796,34,1,1,0
668,79040,35,0,1,4
640,97924,34,1,1,0
668,78927,35,1,12,15
641,80616,40,1,3,0
95,81207,21,1,14,4
641,79014,35,0,1,2
1990,75717,26,0,2,4
669,79078,35,0,5,3
652,87442,54,1,5,0
870,87448,54,1,8,1
69,48808,5,1,5,1
654,97920,34,1,1,0
39,84734,56,1,1,0
46,49281,38,0,7,1
129,58073,6,1,6,2
49,87533,54,0,6,2
60,58184,6,1,8,1
1695,119304,15,1,0,2
49,80810,47,1,12,1
38,53775,83,1,9,2
10,86312,83,1,9,6
10,53793,83,1,10,6
2411,89922,80,1,1,8
2895,85415,38,0,0,0
45,87267,50,1,19,3
138,128646,53,1,6,1
928,87532,54,1,5,4
928,86200,42,1,1,1
271,51433,1,0,0,7
168,48114,7,1,5,0
114,89065,16,1,3,1
177,93285,5,1,0,1
2411,61109,31,1,6,16
3061,88189,99,0,5,3
3176,88556,79,1,5,4
830,88521,79,1,2,6
1988,87576,99,1,1,1
1335,87693,99,0,0,9
1917,87763,99,1,5,3
1694,84959,31,0,0,0
1339,84918,31,1,3,2
2013,53653,46,0,0,0
1924,58791,57,0,1,2
2352,84783,31,0,0,0
2341,53557,38,0,0,1
2453,85697,33,1,0,1
2312,84890,80,1,0,0
2341,89733,80,1,1,2
42,58502,7,1,6,1
931,87310,50,0,0,1
45,81201,21,1,20,16
668,61535,52,1,0,3
668,84661,49,0,1,1
662,86692,50,0,7,3
7,51592,57,0,4,2
49,56820,7,1,24,3
49,49733,105,1,8,0
297,167357,104,1,17,11
3041,85490,46,0,1,1
173,57051,7,1,0,0
647,71749,24,1,0,2
165,46851,8,1,3,1
682,57548,8,1,2,1
5,51032,98,0,6,3
931,72986,23,0,0,2
93,94972,30,1,7,3
663,73036,23,1,0,3
758,89664,80,1,0,2
684,71521,30,1,0,0
2480,84726,31,1,1,0
123,57515,8,0,5,2
870,71357,45,1,11,3
133,57500,8,0,1,0
266,87329,50,1,3,3
6,94989,30,1,6,0
10,62622,33,1,2,0
10,97848,34,1,4,0
10,66675,35,1,0,0
10,53331,35,1,1,0
631,60108,48,0,0,2
2315,61112,31,0,7,7
2453,90495,82,1,0,0
2341,86538,83,0,0,3
3085,84896,80,0,0,2
2341,85733,33,0,1,4
273,46842,8,1,10,3
7,79249,21,1,1,1
103,93023,85,0,0,0
107,80294,21,1,16,11
5,47064,2,1,5,2
11,75529,27,1,2,6
2466,90458,82,0,6,6
2485,85336,56,0,0,0
2451,89707,80,0,2,5
2312,87429,54,1,2,11
2314,85741,33,0,0,0
2341,84724,31,1,6,9
618,85802,31,1,26,29
2071,60109,48,0,0,0
2071,86160,42,1,2,1
2071,97772,34,1,0,0
1841,85108,45,0,0,5
1841,108930,49,0,0,1
10,53834,80,0,6,2
57,46803,8,1,9,1
509,80786,47,0,9,3
509,80810,47,1,10,4
641,86657,50,0,7,2
662,61670,52,1,1,4
746,86624,83,0,7,12
751,65813,34,1,1,5
678,89909,80,0,35,4
717,85219,49,1,1,5
44,86556,83,0,3,3
1480,53337,35,1,1,1
1913,86953,50,0,11,5
2130,86448,83,0,0,0
931,93284,5,0,1,1
157,86204,42,1,0,1
156,86856,43,1,0,2
156,86791,43,1,1,3
682,86211,42,1,1,5
853,89829,80,0,19,26
1046,94072,59,1,0,0
1047,92990,84,0,0,1
177,47062,2,1,6,1
163,93421,2,1,0,1
508,53649,38,1,7,0
663,56865,7,1,5,2
663,48114,7,1,7,2
1229,57129,7,1,0,0
1229,87559,54,1,6,2
1380,89815,95,1,0,0
2994,85313,46,0,1,0
669,91569,10,1,0,0
1052,89805,95,0,0,1
1591,119258,15,1,4,2
1703,119307,15,0,4,5
1585,139557,14,0,3,6
1713,119380,15,0,7,2
3142,89728,80,1,0,0
841,90787,59,1,1,4
1230,56865,7,0,3,3
277,88190,99,0,8,21
792,58693,50,1,25,17
307,128446,123,0,12,8
3200,92970,86,1,0,0
1555,73393,15,0,1,0
3039,53765,46,0,0,2
1522,86485,30,1,5,2
845,93466,2,0,0,6
1562,71649,19,1,2,1
691,60111,48,0,2,10
1560,94994,30,1,1,1
2291,89935,80,0,17,34
746,86830,50,0,8,7
2331,61526,52,1,1,1
924,107886,100,0,0,1
44,66519,33,1,3,6
525,66169,33,1,0,1
6,107749,99,1,3,2
6,77432,87,1,5,5
1375,93239,8,1,2,2
1583,139492,14,1,3,3
1598,119369,15,0,1,2
1420,91660,102,1,1,0
1718,119264,15,1,4,6
1722,119258,15,1,1,5
758,119252,15,0,1,1
1346,119268,15,1,1,1
623,61679,52,0,2,4
103,80283,21,1,9,15
1505,89758,80,0,0,0
1348,74568,14,0,1,7
1348,48873,7,1,0,5
3661,53794,83,0,0,8
3661,58808,83,1,4,9
3660,58815,83,0,8,11
1335,90987,60,0,0,9
826,58714,50,0,1,3
830,87090,39,0,0,11
830,86857,43,0,1,5
839,86779,43,0,0,1
833,108906,49,0,4,39
833,108981,49,0,4,43
