user,item,skill,correct,wins,fails
56,66489,33,1,0,5
2146,51060,98,1,5,5
56,97912,34,1,0,0
56,66208,34,1,1,0
2146,50988,98,1,6,5
56,62554,33,1,1,5
2146,51147,97,1,0,0
56,85748,33,1,2,5
2146,88856,69,1,0,0
888,50986,98,1,2,5
888,88995,69,0,0,0
73,52936,33,1,0,0
73,97824,34,1,0,0
73,66236,34,1,1,0
73,66007,33,0,2,0
73,65359,33,1,3,1
73,62514,33,1,4,1
73,85700,33,1,5,1
129,52855,33,1,0,0
129,66198,34,1,1,0
129,85718,33,1,3,0
2930,84813,38,1,0,1
2930,84809,38,1,1,1
2930,85486,46,0,0,2
2930,85462,46,1,0,3
2930,84825,38,1,2,1
897,90543,82,1,1,0
897,53991,81,1,0,0
897,90335,82,1,2,0
897,54475,82,1,3,0
891,51118,98,1,0,2
891,51119,98,0,1,2
2675,90534,82,1,0,0
2675,90479,82,1,1,0
2675,53833,80,1,0,0
891,51124,98,1,1,3
2675,54003,81,1,0,0
891,51012,98,1,2,3
891,51040,98,1,3,3
897,51076,98,1,0,0
891,51104,98,1,4,3
891,51147,97,1,0,0
891,51007,98,1,5,3
891,51072,98,1,6,3
54,52843,33,1,0,0
54,97912,34,1,0,0
54,62526,33,1,2,0
54,85701,33,1,3,0
131,66374,33,1,1,0
131,97896,34,1,0,0
131,65737,34,1,1,0
131,62508,33,1,2,0
132,66438,33,1,1,0
132,97856,34,1,0,0
69,52817,33,1,0,0
69,66561,33,0,1,0
69,66433,33,1,1,1
69,66453,33,1,2,1
69,66456,33,1,3,1
132,66275,34,1,1,0
69,97824,34,1,0,0
69,65749,34,1,1,0
69,65299,33,1,4,1
57,52864,33,1,0,0
57,66452,33,1,1,0
57,97820,34,1,0,0
57,66310,34,1,1,0
2932,88861,69,0,0,0
133,85706,33,1,0,0
133,66352,33,1,2,0
133,97824,34,1,0,0
133,65705,34,1,1,0
133,62628,33,1,3,0
2932,50984,98,1,0,0
2932,51147,97,1,0,0
2932,51012,98,0,1,0
2932,51120,98,0,1,1
881,51025,98,0,0,1
881,51027,98,0,0,3
881,51048,98,1,0,4
881,51088,98,0,1,4
881,51091,98,1,1,7
881,51020,98,1,2,7
881,51044,98,1,3,7
881,51032,98,1,4,7
881,51084,98,1,5,7
881,51016,98,1,6,7
881,50993,98,1,7,7
881,51028,98,1,8,7
881,88856,69,0,1,0
881,51112,98,1,9,7
65,97780,34,0,0,0
65,97872,34,1,2,1
65,66312,34,1,3,1
65,62598,33,1,2,0
2950,90543,82,1,0,0
2950,53839,80,1,0,0
2950,53842,80,1,1,0
2950,90531,82,1,1,0
2950,54463,82,1,2,0
2950,84793,38,0,0,0
2950,88997,69,0,0,0
2934,85450,46,1,1,2
2934,84805,38,1,1,0
1176,53995,81,0,0,0
1570,54011,81,0,0,0
139,53991,81,1,0,0
1508,54067,81,1,0,0
141,54059,81,0,0,0
139,53785,83,1,0,0
1508,58814,83,1,0,0
139,49275,38,1,0,0
1569,49276,38,0,0,0
139,61106,31,0,0,0
1508,49290,38,1,0,0
1508,61115,31,0,0,0
1508,61098,31,1,0,1
1176,54027,81,1,0,1
1569,49274,38,1,0,1
141,54099,81,1,0,1
1508,61116,31,0,1,1
1569,49268,38,0,1,1
141,54083,81,1,2,1
1176,53991,81,1,1,1
1176,54043,81,1,2,1
1570,54063,81,1,0,1
141,53786,83,1,0,0
1176,53775,83,1,0,0
1570,53995,81,1,1,1
1508,61102,31,1,1,2
141,49262,38,1,0,0
3718,54003,81,1,0,0
1508,61099,31,1,2,2
1569,49287,38,1,2,2
141,61111,31,0,0,0
1508,54578,82,1,1,0
1176,61108,31,0,0,0
1508,58768,57,1,0,0
1570,53792,83,1,0,0
140,54015,81,1,0,1
1569,49271,38,1,3,3
139,54455,82,1,0,0
139,54608,82,0,1,0
140,54043,81,1,2,1
1176,61107,31,0,0,1
139,54567,82,1,1,1
139,54505,82,1,2,1
141,61106,31,0,0,1
1569,61111,31,1,0,0
139,54517,82,1,3,1
139,51621,57,0,0,0
1570,49277,38,0,0,0
1508,60136,48,0,0,1
1569,54454,82,1,0,0
1176,61106,31,0,0,2
1508,60109,48,0,0,2
113,49285,38,0,0,0
113,49261,38,0,0,1
113,49271,38,0,0,2
113,49284,38,0,0,3
113,49278,38,1,0,4
113,49270,38,1,1,4
113,53850,80,0,1,0
113,53909,80,0,1,1
76,89715,80,1,0,0
93,84899,80,1,0,0
100,49267,38,1,0,0
76,49266,38,1,0,0
100,89741,80,1,0,0
93,53933,80,0,1,0
76,53936,80,1,1,0
93,53898,80,1,1,1
93,53873,80,1,2,1
93,53931,80,1,3,2
601,52948,33,1,0,0
603,52960,33,0,0,0
601,52852,33,1,1,0
605,53020,33,0,0,0
631,52842,33,1,0,0
533,52842,33,0,0,0
601,52987,33,1,2,0
631,52828,33,1,1,0
631,53002,33,1,2,0
541,52864,33,1,0,0
541,52821,33,1,1,0
601,66359,33,0,3,0
631,66365,33,0,3,0
631,66416,33,1,3,1
601,66344,33,1,3,1
631,66514,33,1,4,1
601,66542,33,1,4,1
603,52836,33,1,1,1
541,66388,33,0,3,0
533,52839,33,1,0,1
603,52839,33,1,2,1
598,52840,33,1,0,0
631,52297,34,1,0,0
601,52219,34,1,0,0
541,66418,33,1,3,1
533,52948,33,1,1,1
632,52900,33,1,2,0
601,52303,34,1,1,0
603,66335,33,1,3,1
541,66415,33,0,5,1
601,52321,34,1,2,0
541,66541,33,0,5,2
603,66440,33,1,5,1
631,52387,34,1,2,0
598,52903,33,1,2,0
597,52817,33,1,1,0
541,52255,34,0,0,0
533,66418,33,1,4,1
631,66179,34,1,3,0
537,52842,33,0,0,0
598,66414,33,1,3,0
533,66331,33,1,5,1
631,66225,34,1,4,0
632,52225,34,1,0,0
631,65613,34,0,5,0
598,66511,33,1,4,0
598,66413,33,1,5,0
632,52273,34,1,1,0
533,52339,34,1,0,0
597,66542,33,1,3,1
632,52375,34,1,2,0
598,52303,34,1,0,0
597,66357,33,1,4,1
539,52867,33,0,0,0
601,65870,34,1,5,0
533,52381,34,0,1,0
603,65713,34,1,3,0
603,66316,34,0,4,0
605,53005,33,0,0,1
603,66288,34,1,4,1
537,52960,33,1,0,1
603,65697,34,1,6,1
632,66301,34,1,3,0
631,65741,34,1,5,1
631,65709,34,0,6,1
632,65765,34,1,5,0
537,52897,33,1,2,1
598,52309,34,1,2,0
537,66466,33,1,3,1
598,65857,34,1,4,0
598,66317,34,1,5,0
533,52225,34,0,1,1
537,52249,34,0,1,0
607,52831,33,0,0,0
607,52885,33,1,0,1
607,52981,33,0,1,1
539,52981,33,0,0,2
610,52894,33,1,0,0
597,52387,34,0,0,1
610,52927,33,1,1,0
533,52231,34,0,1,2
610,66367,33,0,3,0
607,52969,33,0,1,2
533,52351,34,0,1,3
610,66435,33,1,3,1
605,52915,33,1,0,2
610,66535,33,1,4,1
539,52827,33,0,0,3
610,66512,33,1,5,1
597,52339,34,0,0,2
605,52873,33,1,2,2
610,52345,34,1,0,0
607,52918,33,1,1,3
539,52978,33,1,0,4
597,52291,34,0,0,3
610,52387,34,1,1,0
607,66541,33,0,2,3
605,66543,33,1,4,2
610,52279,34,0,2,0
605,66441,33,1,5,2
539,66466,33,1,1,4
607,66387,33,1,2,4
533,65633,34,1,1,4
605,52369,34,0,0,0
607,66434,33,1,3,4
539,66380,33,1,3,4
607,66352,33,1,4,4
533,66264,34,1,2,4
539,52321,34,0,0,0
533,66320,34,0,3,4
597,52237,34,0,0,4
597,66271,34,0,0,5
533,66195,34,1,3,6
597,66203,34,0,0,6
597,66215,34,1,0,7
597,66232,34,1,2,7
607,52339,34,0,0,1
607,52213,34,0,0,2
607,52261,34,0,0,3
537,52291,34,0,1,1
539,52291,34,1,0,1
539,52297,34,1,1,1
539,52261,34,1,2,1
539,66236,34,0,3,1
607,52291,34,0,0,4
539,65669,34,0,3,3
612,52815,33,1,0,0
615,52864,33,1,0,0
611,52836,33,1,0,0
622,52832,33,1,0,0
615,52832,33,1,1,0
612,53017,33,0,2,0
611,52918,33,1,1,0
615,52837,33,1,2,0
622,52829,33,1,2,0
616,52843,33,1,0,0
611,66377,33,1,4,0
614,52945,33,1,0,0
612,52835,33,1,2,1
2174,52978,33,1,0,0
622,66434,33,1,3,0
612,52852,33,1,3,1
616,52879,33,1,2,0
615,66390,33,1,4,0
634,52867,33,1,0,1
622,66362,33,1,4,0
615,66434,33,1,5,0
611,52381,34,0,0,0
616,66545,33,0,3,0
634,52921,33,1,1,1
617,52861,33,0,0,1
634,52951,33,0,2,1
622,66474,33,1,5,0
615,52381,34,0,0,0
617,52822,33,0,0,2
2174,66524,33,1,3,0
612,66486,33,1,4,1
616,66349,33,1,3,1
614,52864,33,0,2,0
2174,66457,33,1,4,0
634,66539,33,1,4,2
612,66551,33,1,5,1
634,66413,33,1,5,2
617,53011,33,1,0,4
616,66489,33,0,4,1
2174,52297,34,1,0,0
617,66514,33,1,1,4
616,66559,33,1,4,2
618,52822,33,0,0,0
612,52267,34,0,0,0
617,66373,33,1,2,4
616,66411,33,0,5,2
2174,52351,34,0,1,0
617,52375,34,1,0,0
617,52333,34,1,1,0
614,52834,33,1,3,1
634,52297,34,1,1,1
634,52303,34,1,2,1
614,66560,33,1,4,1
623,52843,33,1,0,0
614,66439,33,1,5,1
634,65637,34,1,3,1
617,52291,34,1,2,0
614,66414,33,0,6,1
634,66323,34,1,4,1
634,65717,34,0,5,1
614,66511,33,1,7,2
617,65677,34,1,3,0
614,52237,34,0,0,0
617,66195,34,1,4,0
634,66232,34,1,5,2
611,52339,34,0,0,1
634,66213,34,1,6,2
618,52315,34,0,0,0
611,52285,34,1,0,2
615,52321,34,1,0,1
616,52267,34,0,0,1
611,66189,34,1,2,2
611,65857,34,1,3,2
615,52279,34,1,1,1
611,52237,34,1,5,2
615,52267,34,0,2,1
623,52987,33,1,1,0
614,52285,34,0,0,1
612,52273,34,1,0,2
2700,52849,33,1,0,1
612,52297,34,1,1,2
622,52309,34,0,0,1
2700,53008,33,1,1,1
2700,52993,33,1,2,1
612,66208,34,1,3,2
616,66269,34,0,1,4
623,66476,33,1,3,0
2700,66382,33,1,4,1
2174,52219,34,1,1,1
623,66460,33,1,5,0
2700,66376,33,1,5,1
622,52285,34,0,0,2
623,52255,34,0,0,0
615,52297,34,1,2,2
612,65701,34,1,4,2
2700,52219,34,1,0,0
616,66290,34,0,1,5
612,65785,34,1,5,2
2174,52321,34,1,2,1
616,65613,34,0,1,6
618,52297,34,0,0,1
615,66223,34,1,3,2
616,66316,34,0,1,7
2174,66303,34,1,4,1
615,66188,34,0,4,2
2700,52333,34,1,1,0
2174,66323,34,1,5,1
2700,52225,34,1,2,0
2174,66256,34,1,6,1
2700,65729,34,0,3,0
616,66263,34,0,1,8
143,49276,38,1,0,0
2652,85446,46,1,0,0
2652,84817,38,1,0,0
2652,84731,56,1,0,0
2652,84797,38,1,1,0
902,51088,98,0,0,0
902,51089,98,0,0,1
902,51091,98,0,1,2
902,51109,98,1,2,4
902,51005,98,0,3,4
902,51111,98,1,4,5
2951,85458,46,1,0,0
2951,84730,56,1,0,0
2951,85446,46,1,1,0
2951,53999,81,0,0,0
902,51093,98,1,5,6
902,51094,98,1,6,6
902,51095,98,1,7,6
1226,54027,81,1,0,0
145,54087,81,1,0,0
1226,58821,83,1,0,0
146,53999,81,1,0,0
147,53995,81,0,0,0
145,49279,38,1,0,0
151,53991,81,1,0,0
854,49289,38,0,0,0
930,54003,81,1,0,0
2199,58827,83,1,0,0
3719,54075,81,0,0,0
930,53799,83,1,0,0
145,61112,31,0,0,0
