user,item,skill,correct,wins,fails
2042,81132,21,1,1,0
1946,75279,22,1,0,0
2044,79174,21,1,2,0
2042,75301,22,1,0,0
2043,79179,21,0,0,0
2042,80240,21,1,2,0
2049,81183,21,1,0,0
2047,79365,21,0,0,0
1843,68962,16,0,0,0
2043,79135,21,0,0,1
2049,80043,21,0,1,0
2042,80276,21,1,3,0
2044,79246,21,1,3,0
2046,79111,21,1,0,0
1843,69154,16,0,0,1
1946,71697,19,1,0,0
2049,80016,21,0,1,1
2046,79139,21,0,1,0
3487,87450,54,0,0,0
2044,75269,68,1,0,0
2049,80046,21,1,1,2
2043,79138,21,1,0,2
2049,80014,21,0,2,2
2044,75223,68,0,1,0
2044,75218,67,1,0,0
2044,75233,68,1,1,1
2043,79146,21,1,1,2
2044,75224,68,1,2,1
2050,75270,68,1,0,0
2044,79353,21,0,4,0
2050,75225,68,0,1,0
2043,79110,21,1,2,2
2049,80013,21,1,2,3
2042,79130,21,1,4,0
2049,81207,21,0,3,3
2050,75228,68,1,1,1
2042,79157,21,1,5,0
2050,75247,68,1,2,1
2050,75229,68,1,3,1
2050,79148,21,1,0,0
2041,79105,21,0,0,0
2050,79132,21,1,1,0
2052,79133,21,1,0,0
2052,79105,21,1,1,0
2061,75293,22,1,0,0
1846,71786,18,0,0,0
1846,71796,18,1,0,1
1846,71771,18,1,1,1
1846,71790,18,1,2,1
1846,68774,16,1,0,0
1846,71722,19,1,0,0
1846,75294,22,1,0,0
1846,80304,21,0,0,0
1846,75033,21,0,0,1
1846,75234,68,0,0,0
1846,75222,67,1,0,0
1846,75229,68,0,0,1
1846,75238,67,1,1,0
1846,75236,67,1,2,0
2061,75257,68,0,0,0
880,51032,98,0,0,0
880,51033,98,1,0,1
880,51034,98,1,1,1
880,51035,98,0,2,1
880,51112,98,0,2,2
880,51113,98,0,2,3
880,51114,98,1,2,4
880,51115,98,0,3,4
880,51108,98,0,3,5
880,51109,98,1,3,6
880,51110,98,1,4,6
880,51111,98,1,5,6
880,88999,69,0,0,0
880,50993,98,0,6,6
880,51007,98,0,6,7
880,51060,98,0,6,8
880,51061,98,1,6,9
880,51062,98,1,7,9
880,51063,98,0,8,9
880,51040,98,1,8,10
67,52835,33,1,0,0
67,66431,33,1,1,0
67,97904,34,1,0,0
119,52840,33,1,0,0
67,66320,34,1,1,0
67,62554,33,1,2,0
119,66524,33,1,1,0
119,97872,34,1,0,0
67,85740,33,1,3,0
119,65871,34,1,1,0
119,66037,33,0,2,0
119,62616,33,1,2,1
119,65299,33,1,3,1
119,66079,33,1,4,1
119,85731,33,1,5,1
127,52852,33,1,0,0
127,66421,33,1,1,0
127,97896,34,1,0,0
127,65854,34,1,1,0
127,62514,33,1,2,0
127,85745,33,1,3,0
58,52826,33,1,0,0
58,66434,33,1,1,0
58,97856,34,1,0,0
58,66177,34,1,1,0
58,62544,33,1,2,0
58,85699,33,1,3,0
121,52827,33,1,0,0
55,52814,33,1,0,0
55,66371,33,1,1,0
55,97788,34,1,0,0
66,52867,33,1,0,0
60,52867,33,1,0,0
66,66541,33,0,1,0
66,66478,33,1,1,1
60,66340,33,1,1,0
66,66557,33,1,2,1
60,97896,34,1,0,0
66,66488,33,1,3,1
55,66307,34,1,1,0
66,97816,34,1,0,0
60,66175,34,1,1,0
60,62646,33,1,2,0
55,62564,33,1,2,0
60,85734,33,1,3,0
59,52981,33,1,0,0
55,85699,33,1,3,0
59,66473,33,1,1,0
59,97876,34,1,0,0
66,66265,34,1,1,0
66,66127,33,0,4,1
59,65693,34,1,1,0
59,65995,33,1,2,0
59,85731,33,1,3,0
66,85735,33,0,4,2
66,85747,33,1,4,3
66,85700,33,1,5,3
66,85725,33,1,6,3
134,52834,33,1,0,0
134,66360,33,1,1,0
134,97920,34,1,0,0
134,65871,34,1,1,0
134,62532,33,1,2,0
134,85726,33,1,3,0
62,52882,33,1,0,0
62,66368,33,1,1,0
62,97856,34,1,0,0
62,66210,34,1,1,0
62,62550,33,1,2,0
62,85703,33,1,3,0
121,66455,33,1,1,0
121,97828,34,1,0,0
121,65761,34,1,1,0
121,62562,33,0,2,0
123,52984,33,1,0,0
123,66486,33,1,1,0
123,97928,34,1,0,0
123,65833,34,1,1,0
123,62526,33,1,2,0
123,85745,33,1,3,0
121,62564,33,1,2,1
121,65989,33,1,3,1
121,65257,33,1,4,1
121,85711,33,0,5,1
121,85733,33,1,5,2
121,85707,33,1,6,2
121,85717,33,0,7,2
121,85692,33,1,7,3
121,85704,33,1,8,3
121,85730,33,1,9,3
2146,84797,38,1,0,0
2146,84821,38,1,1,0
2146,84733,56,1,0,0
2146,85458,46,1,0,0
2146,90338,82,0,0,0
888,51020,98,0,0,0
2146,90326,82,1,0,1
2146,54015,81,0,0,0
888,51021,98,0,0,1
2146,90531,82,1,1,1
2146,54484,82,1,2,1
2146,53983,81,1,0,1
56,52960,33,0,0,0
2146,54463,82,1,3,1
2146,51128,98,0,0,0
888,51022,98,1,0,2
888,51023,98,0,1,2
56,53014,33,0,0,1
2146,51129,98,1,0,1
2146,51130,98,1,1,1
2146,51131,98,0,2,1
888,51040,98,1,1,3
2146,51048,98,0,2,2
56,52885,33,0,0,2
2146,51049,98,0,2,3
888,51060,98,0,2,3
2146,51050,98,1,2,4
2146,51051,98,0,3,4
56,52984,33,0,0,3
56,52824,33,0,0,4
2146,51108,98,1,3,5
888,51061,98,0,2,4
2146,51072,98,1,4,5
56,66489,33,1,0,5
2146,51060,98,1,5,5
56,97912,34,1,0,0
56,66208,34,1,1,0
2146,50988,98,1,6,5
56,62554,33,1,1,5
2146,51147,97,1,0,0
56,85748,33,1,2,5
2146,88856,69,1,0,0
888,50986,98,1,2,5
888,88995,69,0,0,0
73,52936,33,1,0,0
73,66501,33,1,1,0
73,97824,34,1,0,0
73,66236,34,1,1,0
73,66007,33,0,2,0
73,66073,33,1,2,1
73,65359,33,1,3,1
73,62514,33,1,4,1
73,85700,33,1,5,1
129,52855,33,1,0,0
129,66420,33,1,1,0
129,97916,34,1,0,0
129,66198,34,1,1,0
129,66097,33,1,2,0
129,85718,33,1,3,0
2930,84813,38,1,0,1
2930,84809,38,1,1,1
2930,85486,46,0,0,2
2930,85462,46,1,0,3
2930,85339,56,1,4,0
2930,84825,38,1,2,1
2930,85450,46,1,1,3
897,90479,82,1,0,0
897,90543,82,1,1,0
897,53991,81,1,0,0
897,90335,82,1,2,0
897,54475,82,1,3,0
891,51116,98,0,0,0
891,51117,98,0,0,1
891,51118,98,1,0,2
891,51119,98,0,1,2
2675,90534,82,1,0,0
2675,90479,82,1,1,0
2675,90473,82,1,2,0
2675,53833,80,1,0,0
891,51124,98,1,1,3
2675,54003,81,1,0,0
891,51012,98,1,2,3
891,51040,98,1,3,3
897,51076,98,1,0,0
891,51104,98,1,4,3
891,51147,97,1,0,0
891,51007,98,1,5,3
891,51072,98,1,6,3
54,52843,33,1,0,0
54,66463,33,1,1,0
54,97912,34,1,0,0
54,66220,34,1,1,0
54,62526,33,1,2,0
54,85701,33,1,3,0
131,52912,33,1,0,0
131,66374,33,1,1,0
131,97896,34,1,0,0
131,65737,34,1,1,0
131,62508,33,1,2,0
131,85746,33,1,3,0
132,53020,33,1,0,0
132,66438,33,1,1,0
132,97856,34,1,0,0
69,52817,33,1,0,0
69,66561,33,0,1,0
69,66433,33,1,1,1
69,66453,33,1,2,1
69,66456,33,1,3,1
132,66275,34,1,1,0
69,97824,34,1,0,0
69,65749,34,1,1,0
69,65299,33,1,4,1
132,62591,33,1,2,0
132,85707,33,1,3,0
57,52864,33,1,0,0
57,66452,33,1,1,0
57,97820,34,1,0,0
57,66310,34,1,1,0
57,66127,33,1,2,0
57,85724,33,1,3,0
2932,88861,69,0,0,0
133,85706,33,1,0,0
133,52820,33,1,1,0
133,66352,33,1,2,0
2932,88858,69,0,0,1
133,97824,34,1,0,0
133,65705,34,1,1,0
133,62628,33,1,3,0
2932,50984,98,1,0,0
2932,51147,97,1,0,0
2932,51012,98,0,1,0
2932,51120,98,0,1,1
881,51024,98,0,0,0
881,51025,98,0,0,1
881,51026,98,0,0,2
881,51027,98,0,0,3
881,51048,98,1,0,4
881,51088,98,0,1,4
881,51089,98,0,1,5
65,52900,33,1,0,0
881,51090,98,0,1,6
881,51091,98,1,1,7
881,51020,98,1,2,7
881,51044,98,1,3,7
881,51032,98,1,4,7
881,51084,98,1,5,7
881,51016,98,1,6,7
881,89018,69,1,0,0
881,51162,97,0,0,0
881,50993,98,1,7,7
881,51028,98,1,8,7
881,88856,69,0,1,0
881,51112,98,1,9,7
65,66487,33,1,1,0
65,97780,34,0,0,0
65,97892,34,1,0,1
65,97920,34,1,1,1
65,97872,34,1,2,1
65,66312,34,1,3,1
65,62598,33,1,2,0
65,85749,33,1,3,0
2950,90543,82,1,0,0
2950,53839,80,1,0,0
2950,53842,80,1,1,0
2950,90531,82,1,1,0
2950,54463,82,1,2,0
2950,84793,38,0,0,0
2950,88997,69,0,0,0
2934,85450,46,1,1,2
2934,84805,38,1,1,0
1176,53995,81,0,0,0
1570,54011,81,0,0,0
139,53991,81,1,0,0
1508,54067,81,1,0,0
141,54059,81,0,0,0
1569,54087,81,1,0,0
139,53785,83,1,0,0
1508,58814,83,1,0,0
1569,53801,83,1,0,0
139,49275,38,1,0,0
1569,49276,38,0,0,0
139,61106,31,0,0,0
1508,49290,38,1,0,0
1508,61115,31,0,0,0
1508,61098,31,1,0,1
1176,54027,81,1,0,1
1569,49274,38,1,0,1
141,54099,81,1,0,1
1508,61116,31,0,1,1
141,53999,81,1,1,1
1569,49268,38,0,1,1
141,54083,81,1,2,1
1176,53991,81,1,1,1
1176,54043,81,1,2,1
1570,54063,81,1,0,1
141,53786,83,1,0,0
1176,53775,83,1,0,0
1570,53995,81,1,1,1
1508,61102,31,1,1,2
141,49262,38,1,0,0
140,54035,81,0,0,0
3718,54003,81,1,0,0
1508,61099,31,1,2,2
1569,49264,38,1,1,2
1570,54071,81,1,2,1
1176,49281,38,1,0,0
1508,54454,82,1,0,0
1569,49287,38,1,2,2
141,61111,31,0,0,0
1508,54578,82,1,1,0
1176,61108,31,0,0,0
1508,58768,57,1,0,0
1569,49277,38,0,3,2
1508,60047,48,0,0,0
1570,53792,83,1,0,0
140,54015,81,1,0,1
1569,49271,38,1,3,3
139,54455,82,1,0,0
140,54031,81,1,1,1
139,54608,82,0,1,0
140,54043,81,1,2,1
1176,61107,31,0,0,1
139,54567,82,1,1,1
140,53791,83,1,0,0
139,54505,82,1,2,1
141,61106,31,0,0,1
1569,61111,31,1,0,0
139,54517,82,1,3,1
140,49273,38,0,0,0
139,51621,57,0,0,0
1570,49277,38,0,0,0
1508,60136,48,0,0,1
1569,54454,82,1,0,0
1176,61106,31,0,0,2
1508,60109,48,0,0,2
113,49285,38,0,0,0
113,49261,38,0,0,1
113,49271,38,0,0,2
113,49284,38,0,0,3
113,49278,38,1,0,4
113,49270,38,1,1,4
113,49274,38,1,2,4
113,89717,80,1,0,0
113,53850,80,0,1,0
113,53909,80,0,1,1
113,53898,80,0,1,2
113,53852,80,0,1,3
113,53834,80,1,1,4
93,49271,38,1,0,0
76,89715,80,1,0,0
93,84899,80,1,0,0
100,49267,38,1,0,0
76,49266,38,1,0,0
100,89741,80,1,0,0
93,53933,80,0,1,0
76,53936,80,1,1,0
93,53898,80,1,1,1
93,53873,80,1,2,1
93,53849,80,0,3,1
93,53931,80,1,3,2
601,52948,33,1,0,0
603,52960,33,0,0,0
601,52852,33,1,1,0
605,53020,33,0,0,0
631,52842,33,1,0,0
533,52842,33,0,0,0
601,52987,33,1,2,0
